image_id,image_path,reference_path,annotation_path,defect_class,group_id,split
01_spurious_copper_12,data/raw/PCB_DATASET/images/Spurious_copper/01_spurious_copper_12.jpg,data/raw/PCB_DATASET/PCB_USED/01.JPG,data/raw/PCB_DATASET/Annotations/Spurious_copper/01_spurious_copper_12.xml,spurious_copper,01_spurious_copper_12,development
01_spurious_copper_13,data/raw/PCB_DATASET/images/Spurious_copper/01_spurious_copper_13.jpg,data/raw/PCB_DATASET/PCB_USED/01.JPG,data/raw/PCB_DATASET/Annotations/Spurious_copper/01_spurious_copper_13.xml,spurious_copper,01_spurious_copper_13,test
01_spurious_copper_14,data/raw/PCB_DATASET/images/Spurious_copper/01_spurious_copper_14.jpg,data/raw/PCB_DATASET/PCB_USED/01.JPG,data/raw/PCB_DATASET/Annotations/Spurious_copper/01_spurious_copper_14.xml,spurious_copper,01_spurious_copper_14,test
01_spurious_copper_15,data/raw/PCB_DATASET/images/Spurious_copper/01_spurious_copper_15.jpg,data/raw/PCB_DATASET/PCB_USED/01.JPG,data/raw/PCB_DATASET/Annotations/Spurious_copper/01_spurious_copper_15.xml,spurious_copper,01_spurious_copper_15,test
01_spurious_copper_16,data/raw/PCB_DATASET/images/Spurious_copper/01_spurious_copper_16.jpg,data/raw/PCB_DATASET/PCB_USED/01.JPG,data/raw/PCB_DATASET/Annotations/Spurious_copper/01_spurious_copper_16.xml,spurious_copper,01_spurious_copper_16,validation
01_spurious_copper_17,data/raw/PCB_DATASET/images/Spurious_copper/01_spurious_copper_17.jpg,data/raw/PCB_DATASET/PCB_USED/01.JPG,data/raw/PCB_DATASET/Annotations/Spurious_copper/01_spurious_copper_17.xml,spurious_copper,01_spurious_copper_17,test
01_spurious_copper_18,data/raw/PCB_DATASET/images/Spurious_copper/01_spurious_copper_18.jpg,data/raw/PCB_DATASET/PCB_USED/01.JPG,data/raw/PCB_DATASET/Annotations/Spurious_copper/01_spurious_copper_18.xml,spurious_copper,01_spurious_copper_18,validation
01_spurious_copper_19,data/raw/PCB_DATASET/images/Spurious_copper/01_spurious_copper_19.jpg,data/raw/PCB_DATASET/PCB_USED/01.JPG,data/raw/PCB_DATASET/Annotations/Spurious_copper/01_spurious_copper_19.xml,spurious_copper,01_spurious_copper_19,test
01_spurious_copper_20,data/raw/PCB_DATASET/images/Spurious_copper/01_spurious_copper_20.jpg,data/raw/PCB_DATASET/PCB_USED/01.JPG,data/raw/PCB_DATASET/Annotations/Spurious_copper/01_spurious_copper_20.xml,spurious_copper,01_spurious_copper_20,validation
04_missing_hole_01,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_01.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_01.xml,missing_hole,04_missing_hole_01,test
04_missing_hole_02,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_02.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_02.xml,missing_hole,04_missing_hole_02,development
04_missing_hole_03,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_03.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_03.xml,missing_hole,04_missing_hole_03,validation
04_missing_hole_04,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_04.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_04.xml,missing_hole,04_missing_hole_04,test
04_missing_hole_05,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_05.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_05.xml,missing_hole,04_missing_hole_05,validation
04_missing_hole_06,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_06.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_06.xml,missing_hole,04_missing_hole_06,test
04_missing_hole_07,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_07.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_07.xml,missing_hole,04_missing_hole_07,development
04_missing_hole_08,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_08.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_08.xml,missing_hole,04_missing_hole_08,test
04_missing_hole_09,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_09.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_09.xml,missing_hole,04_missing_hole_09,test
04_missing_hole_10,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_10.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_10.xml,missing_hole,04_missing_hole_10,test
04_missing_hole_11,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_11.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_11.xml,missing_hole,04_missing_hole_11,development
04_missing_hole_12,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_12.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_12.xml,missing_hole,04_missing_hole_12,test
04_missing_hole_13,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_13.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_13.xml,missing_hole,04_missing_hole_13,development
04_missing_hole_14,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_14.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_14.xml,missing_hole,04_missing_hole_14,test
04_missing_hole_15,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_15.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_15.xml,missing_hole,04_missing_hole_15,validation
04_missing_hole_16,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_16.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_16.xml,missing_hole,04_missing_hole_16,test
04_missing_hole_17,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_17.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_17.xml,missing_hole,04_missing_hole_17,test
04_missing_hole_18,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_18.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_18.xml,missing_hole,04_missing_hole_18,development
04_missing_hole_19,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_19.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_19.xml,missing_hole,04_missing_hole_19,validation
04_missing_hole_20,data/raw/PCB_DATASET/images/Missing_hole/04_missing_hole_20.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Missing_hole/04_missing_hole_20.xml,missing_hole,04_missing_hole_20,test
04_mouse_bite_01,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_01.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_01.xml,mouse_bite,04_mouse_bite_01,test
04_mouse_bite_02,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_02.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_02.xml,mouse_bite,04_mouse_bite_02,test
04_mouse_bite_03,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_03.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_03.xml,mouse_bite,04_mouse_bite_03,test
04_mouse_bite_04,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_04.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_04.xml,mouse_bite,04_mouse_bite_04,test
04_mouse_bite_05,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_05.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_05.xml,mouse_bite,04_mouse_bite_05,validation
04_mouse_bite_06,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_06.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_06.xml,mouse_bite,04_mouse_bite_06,development
04_mouse_bite_07,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_07.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_07.xml,mouse_bite,04_mouse_bite_07,development
04_mouse_bite_08,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_08.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_08.xml,mouse_bite,04_mouse_bite_08,development
04_mouse_bite_09,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_09.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_09.xml,mouse_bite,04_mouse_bite_09,validation
04_mouse_bite_10,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_10.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_10.xml,mouse_bite,04_mouse_bite_10,test
04_mouse_bite_11,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_11.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_11.xml,mouse_bite,04_mouse_bite_11,development
04_mouse_bite_12,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_12.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_12.xml,mouse_bite,04_mouse_bite_12,development
04_mouse_bite_13,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_13.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_13.xml,mouse_bite,04_mouse_bite_13,development
04_mouse_bite_14,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_14.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_14.xml,mouse_bite,04_mouse_bite_14,test
04_mouse_bite_15,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_15.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_15.xml,mouse_bite,04_mouse_bite_15,test
04_mouse_bite_16,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_16.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_16.xml,mouse_bite,04_mouse_bite_16,test
04_mouse_bite_17,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_17.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_17.xml,mouse_bite,04_mouse_bite_17,test
04_mouse_bite_18,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_18.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_18.xml,mouse_bite,04_mouse_bite_18,test
04_mouse_bite_19,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_19.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_19.xml,mouse_bite,04_mouse_bite_19,development
04_mouse_bite_20,data/raw/PCB_DATASET/images/Mouse_bite/04_mouse_bite_20.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Mouse_bite/04_mouse_bite_20.xml,mouse_bite,04_mouse_bite_20,test
04_open_circuit_01,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_01.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_01.xml,open_circuit,04_open_circuit_01,test
04_open_circuit_02,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_02.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_02.xml,open_circuit,04_open_circuit_02,validation
04_open_circuit_03,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_03.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_03.xml,open_circuit,04_open_circuit_03,test
04_open_circuit_04,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_04.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_04.xml,open_circuit,04_open_circuit_04,validation
04_open_circuit_05,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_05.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_05.xml,open_circuit,04_open_circuit_05,test
04_open_circuit_06,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_06.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_06.xml,open_circuit,04_open_circuit_06,development
04_open_circuit_07,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_07.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_07.xml,open_circuit,04_open_circuit_07,development
04_open_circuit_08,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_08.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_08.xml,open_circuit,04_open_circuit_08,test
04_open_circuit_09,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_09.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_09.xml,open_circuit,04_open_circuit_09,test
04_open_circuit_10,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_10.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_10.xml,open_circuit,04_open_circuit_10,validation
04_open_circuit_11,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_11.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_11.xml,open_circuit,04_open_circuit_11,validation
04_open_circuit_12,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_12.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_12.xml,open_circuit,04_open_circuit_12,validation
04_open_circuit_13,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_13.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_13.xml,open_circuit,04_open_circuit_13,development
04_open_circuit_14,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_14.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_14.xml,open_circuit,04_open_circuit_14,test
04_open_circuit_15,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_15.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_15.xml,open_circuit,04_open_circuit_15,test
04_open_circuit_16,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_16.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_16.xml,open_circuit,04_open_circuit_16,development
04_open_circuit_17,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_17.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_17.xml,open_circuit,04_open_circuit_17,test
04_open_circuit_18,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_18.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_18.xml,open_circuit,04_open_circuit_18,test
04_open_circuit_19,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_19.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_19.xml,open_circuit,04_open_circuit_19,test
04_open_circuit_20,data/raw/PCB_DATASET/images/Open_circuit/04_open_circuit_20.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Open_circuit/04_open_circuit_20.xml,open_circuit,04_open_circuit_20,development
04_short_01,data/raw/PCB_DATASET/images/Short/04_short_01.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_01.xml,short_circuit,04_short_01,validation
04_short_02,data/raw/PCB_DATASET/images/Short/04_short_02.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_02.xml,short_circuit,04_short_02,development
04_short_03,data/raw/PCB_DATASET/images/Short/04_short_03.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_03.xml,short_circuit,04_short_03,test
04_short_04,data/raw/PCB_DATASET/images/Short/04_short_04.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_04.xml,short_circuit,04_short_04,development
04_short_05,data/raw/PCB_DATASET/images/Short/04_short_05.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_05.xml,short_circuit,04_short_05,test
04_short_06,data/raw/PCB_DATASET/images/Short/04_short_06.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_06.xml,short_circuit,04_short_06,development
04_short_07,data/raw/PCB_DATASET/images/Short/04_short_07.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_07.xml,short_circuit,04_short_07,test
04_short_08,data/raw/PCB_DATASET/images/Short/04_short_08.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_08.xml,short_circuit,04_short_08,test
04_short_09,data/raw/PCB_DATASET/images/Short/04_short_09.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_09.xml,short_circuit,04_short_09,development
04_short_10,data/raw/PCB_DATASET/images/Short/04_short_10.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_10.xml,short_circuit,04_short_10,test
04_short_11,data/raw/PCB_DATASET/images/Short/04_short_11.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_11.xml,short_circuit,04_short_11,validation
04_short_12,data/raw/PCB_DATASET/images/Short/04_short_12.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_12.xml,short_circuit,04_short_12,test
04_short_13,data/raw/PCB_DATASET/images/Short/04_short_13.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_13.xml,short_circuit,04_short_13,test
04_short_14,data/raw/PCB_DATASET/images/Short/04_short_14.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_14.xml,short_circuit,04_short_14,validation
04_short_15,data/raw/PCB_DATASET/images/Short/04_short_15.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_15.xml,short_circuit,04_short_15,test
04_short_16,data/raw/PCB_DATASET/images/Short/04_short_16.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_16.xml,short_circuit,04_short_16,validation
04_short_17,data/raw/PCB_DATASET/images/Short/04_short_17.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_17.xml,short_circuit,04_short_17,test
04_short_18,data/raw/PCB_DATASET/images/Short/04_short_18.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_18.xml,short_circuit,04_short_18,test
04_short_19,data/raw/PCB_DATASET/images/Short/04_short_19.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_19.xml,short_circuit,04_short_19,test
04_short_20,data/raw/PCB_DATASET/images/Short/04_short_20.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Short/04_short_20.xml,short_circuit,04_short_20,test
04_spur_01,data/raw/PCB_DATASET/images/Spur/04_spur_01.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_01.xml,spur,04_spur_01,test
04_spur_02,data/raw/PCB_DATASET/images/Spur/04_spur_02.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_02.xml,spur,04_spur_02,validation
04_spur_03,data/raw/PCB_DATASET/images/Spur/04_spur_03.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_03.xml,spur,04_spur_03,test
04_spur_04,data/raw/PCB_DATASET/images/Spur/04_spur_04.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_04.xml,spur,04_spur_04,test
04_spur_05,data/raw/PCB_DATASET/images/Spur/04_spur_05.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_05.xml,spur,04_spur_05,development
04_spur_06,data/raw/PCB_DATASET/images/Spur/04_spur_06.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_06.xml,spur,04_spur_06,validation
04_spur_07,data/raw/PCB_DATASET/images/Spur/04_spur_07.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_07.xml,spur,04_spur_07,development
04_spur_08,data/raw/PCB_DATASET/images/Spur/04_spur_08.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_08.xml,spur,04_spur_08,development
04_spur_09,data/raw/PCB_DATASET/images/Spur/04_spur_09.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_09.xml,spur,04_spur_09,test
04_spur_10,data/raw/PCB_DATASET/images/Spur/04_spur_10.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_10.xml,spur,04_spur_10,test
04_spur_11,data/raw/PCB_DATASET/images/Spur/04_spur_11.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_11.xml,spur,04_spur_11,validation
04_spur_12,data/raw/PCB_DATASET/images/Spur/04_spur_12.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_12.xml,spur,04_spur_12,validation
04_spur_13,data/raw/PCB_DATASET/images/Spur/04_spur_13.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_13.xml,spur,04_spur_13,development
04_spur_14,data/raw/PCB_DATASET/images/Spur/04_spur_14.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_14.xml,spur,04_spur_14,validation
04_spur_15,data/raw/PCB_DATASET/images/Spur/04_spur_15.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_15.xml,spur,04_spur_15,validation
04_spur_16,data/raw/PCB_DATASET/images/Spur/04_spur_16.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_16.xml,spur,04_spur_16,test
04_spur_17,data/raw/PCB_DATASET/images/Spur/04_spur_17.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_17.xml,spur,04_spur_17,validation
04_spur_18,data/raw/PCB_DATASET/images/Spur/04_spur_18.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_18.xml,spur,04_spur_18,test
04_spur_19,data/raw/PCB_DATASET/images/Spur/04_spur_19.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_19.xml,spur,04_spur_19,development
04_spur_20,data/raw/PCB_DATASET/images/Spur/04_spur_20.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spur/04_spur_20.xml,spur,04_spur_20,test
04_spurious_copper_01,data/raw/PCB_DATASET/images/Spurious_copper/04_spurious_copper_01.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spurious_copper/04_spurious_copper_01.xml,spurious_copper,04_spurious_copper_01,validation
04_spurious_copper_02,data/raw/PCB_DATASET/images/Spurious_copper/04_spurious_copper_02.jpg,data/raw/PCB_DATASET/PCB_USED/04.JPG,data/raw/PCB_DATASET/Annotations/Spurious_copper/04_spurious_copper_02.xml,spurious_copper,04_spurious_copper_02,test
